index,Pos,Rider,Born,Nation,Team,Points,rider_id,Year
20891,88,Chavanel  Sylvain,1979,France,Direct Énergie,739,167,2017
20893,90,Vichot  Arthur,1988,France,FDJ,734,861,2017
20894,91,Dillier  Silvan,1990,Switzerland,BMC Racing,733,3303,2017
20896,93,Nieve  Mikel,1984,Spain,Sky,728,868,2017
20902,99,Felline  Fabio,1990,Italy,Trek-Segafredo,694,1580,2017
20907,104,Latour  Pierre,1993,France,AG2R La Mondiale,672,15752,2017
20917,114,Rojas  José Joaquin,1985,Spain,Movistar,627,116,2017
20924,121,Van Emden  Jos,1985,Netherlands,Lotto NL-Jumbo,596,729,2017
20927,124,Soler  Marc,1993,Spain,Movistar,584,25726,2017
20930,127,McLay  Daniel,1992,Great Britain,Fortuneo-Oscaro,579,16154,2017
20931,128,Haig  Jack,1993,Australia,Orica-Scott,578,19784,2017
20937,134,Valgren  Michael,1992,Denmark,Astana,551,6309,2017
20938,135,Geniez  Alexandre,1988,France,AG2R La Mondiale,544,948,2017
20939,136,Richeze  Maximiliano,1983,Argentina,Quick-Step Floors,541,624,2017
20940,137,Durbridge  Luke,1991,Australia,Orica-Scott,538,2327,2017
20942,139,Hivert  Jonathan,1985,France,Direct Énergie,529,169,2017
20943,140,Swift  Ben,1987,Great Britain,UAE Team Emirates,528,828,2017
20946,143,Kiryienka  Vasil,1981,Belarus,Sky,514,402,2017
20948,144,Mezgec  Luka,1988,Slovenia,Orica-Scott,505,9234,2017
20956,152,Gaudu  David,1996,France,FDJ,490,37378,2017
20958,154,Thomas  Benjamin,1995,France,Armée de terre,488,43007,2017
20961,158,Hindley  Jai,1996,Australia,Mitchelton Scott,471,37446,2017
20967,163,Laporte  Christophe,1992,France,Cofidis,465,14737,2017
20969,166,Vakoc  Petr,1992,Czech Republic,Quick-Step Floors,462,6266,2017
20970,167,Pedersen  Mads,1995,Denmark,Trek-Segafredo,459,16793,2017
20971,168,Kudus  Merhawi,1994,Eritrea,Dimension Data,457,18117,2017
20972,169,Backaert  Frederik,1990,Belgium,Wanty - Groupe Gobert,453,10950,2017
20978,175,McCarthy  Jay,1992,Australia,Bora-Hansgrohe,440,4778,2017
20979,176,Formolo  Davide,1992,Italy,Cannondale-Drapac,439,11011,2017
20983,179,Weening  Pieter,1981,Netherlands,Roompot-Nederlandse Loterij,437,300,2017
20992,189,Gesink  Robert,1986,Netherlands,Lotto NL-Jumbo,420,41,2017
21001,198,Brändle  Matthias,1989,Austria,Trek-Segafredo,398,875,2017
21002,198,Bonifazio  Niccolo,1993,Italy,Bahrain-Merida,398,16823,2017
21003,200,Coquard  Bryan,1992,France,Direct Énergie,397,16752,2017
21007,203,Delaplace  Anthony,1989,France,Fortuneo-Oscaro,395,965,2017
21010,206,Zabel  Rick,1993,Germany,Katusha-Alpecin,387,7731,2017
21013,210,Slagter  Tom-Jelte,1989,Netherlands,Cannondale-Drapac,380,1714,2017
21014,211,Mas  Enric,1995,Spain,Quick-Step Floors,379,1527,2017
21015,212,Bilbao  Pello,1990,Spain,Astana,378,4863,2017
21017,214,Paterski  Maciej,1986,Poland,CCC Sprandi Polkowice,374,783,2017
21025,220,De Plus  Laurens,1995,Belgium,Quick-Step Floors,366,27333,2017
21026,223,Moreno  Daniel,1981,Spain,Movistar,365,335,2017
21029,226,Roosen  Timo,1993,Netherlands,Lotto NL-Jumbo,363,22133,2017
21030,227,van der Hoorn  Taco,1993,Netherlands,Roompot-Nederlandse Loterij,360,10802,2017
21031,228,Storer  Michael,1997,Australia,Mitchelton Scott,359,37447,2017
21033,229,Bettiol  Alberto,1993,Italy,Cannondale-Drapac,358,20584,2017
21035,232,Janse van Rensburg  Reinardt,1989,South Africa,Dimension Data,353,6559,2017
21037,234,Großschartner  Felix,1993,Austria,CCC Sprandi Polkowice,351,9302,2017
21040,237,Dupont  Hubert,1980,France,AG2R La Mondiale,349,186,2017
21043,239,Pacher  Quentin,1992,France,Delko-Marseille Provence-KTM,345,17203,2017
21054,249,Sénéchal  Florian,1993,France,Cofidis,337,12481,2017
21055,252,Clement  Stef,1982,Netherlands,Lotto NL-Jumbo,336,81,2017
21056,253,Gerrans  Simon,1980,Australia,Orica-Scott,334,339,2017
21063,260,Cataldo  Dario,1985,Italy,Astana,328,532,2017
21065,260,van der Poel  Mathieu,1995,Netherlands,Beobank - Corendon,328,16672,2017
21073,270,Pantano  Jarlinson,1988,Colombia,Trek-Segafredo,319,1294,2017
21079,276,Boivin  Guillaume,1989,Canada,Israel Cycling Academy,312,1937,2017
21089,286,Politt  Nils,1994,Germany,Katusha-Alpecin,304,18260,2017
21090,287,Bodnar  Maciej,1985,Poland,Bora-Hansgrohe,303,361,2017
21092,288,Howes  Alex,1988,USA,Cannondale-Drapac,301,7566,2017
21095,292,Cavendish  Mark,1985,Great Britain,Dimension Data,299,14,2017
21099,295,Molard  Rudy,1989,France,FDJ,298,6222,2017
21101,298,Atapuma  Darwin,1988,Colombia,UAE Team Emirates,297,2280,2017
21104,298,Atapuma  Darwin,1988,Colombia,UAE Team Emirates,297,2280,2017
21112,308,Eiking  Odd Christian,1994,Norway,FDJ,290,17252,2017
21118,315,Walscheid  Max,1993,Germany,Sunweb,285,9210,2017
21120,317,Périchon  Pierre-Luc,1987,France,Fortuneo-Oscaro,284,9154,2017
21124,321,Keisse  Iljo,1982,Belgium,Quick-Step Floors,280,1298,2017
21125,322,Goncalves  Jose,1989,Portugal,Katusha-Alpecin,279,6536,2017
21131,327,Oliveira  Nelson,1989,Portugal,Movistar,277,1008,2017
21143,340,Scarponi  Michele,1979,Italy,Astana,266,27,2017
21145,342,Betancur  Carlos,1989,Colombia,Movistar,265,1001,2017
21146,342,Marczynski  Tomasz,1984,Poland,Lotto-Soudal,265,2281,2017
21152,349,van Poppel  Boy,1988,Netherlands,Trek-Segafredo,262,3187,2017
21155,352,Kreuziger  Roman,1986,Czech Republic,Orica-Scott,260,36,2017
21156,352,Sepulveda  Eduardo,1991,Argentina,Fortuneo-Oscaro,260,9451,2017
21163,360,Barta  Jan,1984,Czech Republic,Bora-Hansgrohe,254,990,2017
21165,361,García Cortina  Iván,1995,Spain,Bahrain-Merida,253,11828,2017
21169,366,Gatto  Oscar,1985,Italy,Astana,251,1973,2017
21173,370,Lecroq  Jérémy,1995,France,Roubaix Lille Métropole,250,32609,2017
21175,372,Langeveld  Sebastian,1985,Netherlands,Cannondale-Drapac,248,312,2017
21176,373,Bevin  Patrick,1991,New Zealand,Cannondale-Drapac,247,3287,2017
21177,373,Guerreiro  Ruben,1994,Portugal,Trek-Segafredo,247,16992,2017
21180,375,Ackermann  Pascal,1994,Germany,Bora-Hansgrohe,245,9746,2017
21186,383,Pellizotti  Franco,1978,Italy,Bahrain-Merida,242,134,2017
21189,386,El Fares  Julien,1985,France,Delko-Marseille Provence-KTM,241,345,2017
21205,402,Ruijgh  Rob,1986,Netherlands,Tarteletto - Isorex,233,936,2017
21206,403,Vachon  Florian,1985,France,Fortuneo-Oscaro,232,1016,2017
21212,408,Tusveld  Martijn,1993,Netherlands,Roompot-Nederlandse Loterij,230,7729,2017
21215,412,Dowsett  Alex,1988,Great Britain,Movistar,228,1009,2017
21218,415,Laengen  Vegard Stake,1989,Norway,UAE Team Emirates,227,407,2017
21220,417,Verona  Carlos,1992,Spain,Orica-Scott,226,7781,2017
21236,433,Bonnamour  Franck,1995,France,Fortuneo-Oscaro,219,27297,2017
21267,464,Eg  Niklas,1995,Denmark,Team Virtu Cycling,203,16795,2017
21268,465,Grmay  Tsgabu,1991,Ethiopia,Bahrain-Merida,202,6255,2017
21274,471,Di Gregorio  Rémy,1985,France,Delko-Marseille Provence-KTM,198,105,2017
21277,474,Wynants  Maarten,1982,Belgium,Lotto NL-Jumbo,195,367,2017
21284,481,Juul-Jensen  Christopher,1989,Denmark,Orica-Scott,192,1715,2017
21291,488,Grivko  Andriy,1983,Ukraine,Astana,188,494,2017
21294,488,De Gendt  Aimé,1994,Belgium,Sport Vlaanderen-Baloise,188,16581,2017
21295,488,Asgreen  Kasper,1995,Denmark,Team Virtu Cycling,188,27121,2017
21301,493,Bjerg  Mikkel,1998,Denmark,Team Giant - Castelli,187,66265,2017
21326,521,Owsian  Lukasz,1990,Poland,CCC Sprandi Polkowice,178,7771,2017
21330,527,Brambilla  Gianluca,1987,Italy,Quick-Step Floors,176,2741,2017
21333,530,De La Parte  Victor,1986,Spain,Movistar,174,5395,2017
21334,531,Cunego  Damiano,1981,Italy,Nippo-Vini Fantini,172,149,2017
21343,537,Aranburu  Alex,1995,Spain,Caja Rural-Seguros RGA,169,27307,2017
21345,541,Sinkeldam  Ramon,1989,Netherlands,Sunweb,168,4589,2017
21348,541,Tolhoek  Antwan,1994,Netherlands,Lotto NL-Jumbo,168,22143,2017
21351,547,Stetina  Peter,1987,USA,Trek-Segafredo,167,771,2017
21356,552,Hepburn  Michael,1991,Australia,Orica-Scott,166,2978,2017
21358,552,Cras  Steff,1996,Belgium,BMC Development Team,166,27332,2017
21367,561,Rota  Lorenzo,1995,Italy,Bardiani CSF,162,27275,2017
21370,566,Machado  Tiago,1985,Portugal,Katusha-Alpecin,161,708,2017
21379,575,Bystrøm  Sven Erik,1992,Norway,Katusha-Alpecin,158,4953,2017
21417,614,Kangert  Tanel,1987,Estonia,Astana,143,1018,2017
21428,624,Herrada  Jose,1985,Spain,Movistar,139,1323,2017
21436,633,Thwaites  Scott,1990,Great Britain,Dimension Data,136,3299,2017
21450,647,Navardauskas  Ramunas,1988,Lithuania,Bahrain-Merida,132,1709,2017
21460,657,Arroyo  David,1980,Spain,Caja Rural-Seguros RGA,130,109,2017
21461,657,Zeits  Andrey,1986,Kazakhstan,Astana,130,737,2017
21468,664,De Marchi  Alessandro,1986,Italy,BMC Racing,128,3103,2017
21472,664,Paret-Peintre  Aurélien,1996,France,Chambéry Cyclisme Formation,128,27301,2017
21476,673,Arashiro  Yukiya,1984,Japan,Bahrain-Merida,126,163,2017
21479,676,Sutherland  Rory,1982,Australia,Movistar,125,1206,2017
21482,679,López  David,1981,Spain,Sky,124,336,2017
21483,679,Wyss  Danilo,1985,Switzerland,BMC Racing,124,912,2017
21522,715,Madouas  Valentin,1996,France,FDJ,116,37379,2017
21536,733,Dempster  Zakkari,1987,Australia,Israel Cycling Academy,112,2396,2017
21538,733,Russo  Clément,1995,France,AG2R La Mondiale,112,46959,2017
21540,737,Preidler  Georg,1990,Austria,Sunweb,111,6244,2017
21547,743,Reza  Kevin,1988,France,FDJ,109,2995,2017
21551,743,Eekhoff  Nils,1998,Netherlands,Development Team Sunweb,109,45368,2017
21560,757,Burghardt  Marcus,1983,Germany,Bora-Hansgrohe,107,92,2017
21569,765,Haller  Marco,1991,Austria,Katusha-Alpecin,106,6246,2017
21602,798,Moreno  Javier,1984,Spain,Bahrain-Merida,99,2118,2017
21606,798,Moreno  Javier,1984,Spain,Bahrain-Merida,99,2118,2017
21637,833,Montaguti  Matteo,1984,Italy,AG2R La Mondiale,93,2145,2017
21644,839,Neilands  Krists,1994,Latvia,Israel Cycling Academy,92,16660,2017
21648,845,Renshaw  Mark,1982,Australia,Dimension Data,91,97,2017
21664,861,Paulinho  Sergio,1980,Portugal,Efapel,88,88,2017
21665,861,Brown  Nathan,1991,USA,Cannondale-Drapac,88,3354,2017
21675,871,Schär  Michael,1986,Switzerland,BMC Racing,87,327,2017
21694,891,Gène  Yohann,1981,France,Direct Énergie,84,904,2017
21701,896,Bernard  Julien,1992,France,Trek-Segafredo,83,17182,2017
21732,927,Marangoni  Alan,1984,Italy,Nippo-Vini Fantini,79,1861,2017
21747,944,Ten Dam  Laurens,1980,Netherlands,Sunweb,77,80,2017
21753,944,McNulty  Brandon,1998,USA,Rally Cycling,77,48539,2017
21760,956,Lindeman  Bert-Jan,1989,Netherlands,Lotto NL-Jumbo,75,4001,2017
21775,965,Geniets  Kevin,1997,Luxembourg,AG2R La Mondiale,74,37325,2017
21778,975,Canuti  Federico,1985,Italy,D'Amico-Utensilnord,73,1859,2017
21794,985,Almeida  Joao,1998,Portugal,Unieuro Trevigiani-Hemus 1896,72,50303,2017
21811,1005,Mendes  Jose,1985,Portugal,Bora-Hansgrohe,70,992,2017
21814,1005,Gruzdev  Dmitriy,1986,Kazakhstan,Astana,70,5836,2017
21826,1023,Zubeldia  Haimar,1977,Spain,Trek-Segafredo,68,87,2017
21828,1023,Tulik  Angelo,1990,France,Direct Énergie,68,6515,2017
21848,1045,Roy  Jérémy,1983,France,FDJ,66,106,2017
21862,1057,Koren  Kristjan,1986,Slovenia,Cannondale-Drapac,65,782,2017
21863,1057,Wallays  Jelle,1989,Belgium,Lotto-Soudal,65,1276,2017
21922,1119,Bozic  Borut,1980,Slovenia,Bahrain-Merida,59,387,2017
21927,1119,Domont  Axel,1990,France,AG2R La Mondiale,59,10946,2017
21943,1136,Cabot  Jérémy,1991,France,Roubaix Lille Métropole,58,17183,2017
21949,1146,Quemeneur  Perrig,1984,France,Direct Énergie,57,906,2017
21958,1155,Haussler  Heinrich,1984,Australia,Bahrain-Merida,56,120,2017
21986,1178,Capiot  Amaury,1993,Belgium,Sport Vlaanderen-Baloise,54,19254,2017
21999,1185,Van Den Berg  Lars,1998,Netherlands,Metec-TKH-Mantel,53,47122,2017
22012,1207,Cummings  Steve,1981,Great Britain,Dimension Data,51,271,2017
22028,1218,Haga  Chad,1988,USA,Sunweb,50,9322,2017
22046,1236,Benedetti  Cesare,1987,Poland,Bora-Hansgrohe,49,3224,2017
22053,1236,Abrahamsen  Jonas,1995,Norway,Uno-X Hydrogen DT,49,27229,2017
22058,1255,Mori  Manuele,1980,Italy,UAE Team Emirates,48,492,2017
22068,1255,Burgaudeau  Mathieu,1998,France,Direct Énergie,48,45754,2017
22085,1266,Swift  Connor,1995,Great Britain,Madison - Genesis,47,49662,2017
22087,1284,Geschke  Simon,1986,Germany,Sunweb,46,168,2017
22165,1362,Sabatini  Fabio,1985,Italy,Quick-Step Floors,41,122,2017
22228,1410,Beullens  Cédric,1997,Belgium,EFC - L&R - Vulsteke,38,37466,2017
22249,1444,Kochetkov  Pavel,1986,Russia,Katusha-Alpecin,36,2320,2017
22266,1444,Nieuwenhuis  Joris,1996,Netherlands,Development Team Sunweb,36,38146,2017
22405,1584,Garcia  Egoitz,1986,Spain,Equipo Bolivia,30,3928,2017
22511,1706,Brajkovic  Janez,1983,Slovenia,Bahrain-Merida,26,252,2017
22513,1706,Serpa  José,1979,Colombia,Team Arroz Sonora-Dimonex,26,463,2017
22534,1706,Guglielmi  Simon,1997,France,CR4C Roanne,26,38923,2017
22564,1760,Losada  Alberto,1982,Spain,Katusha-Alpecin,24,749,2017
22567,1760,Duchesne  Antoine,1991,Canada,Direct Énergie,24,6260,2017
22605,1799,Brutt  Pavel,1982,Russia,Gazprom-RusVelo,23,557,2017
22621,1799,Sobrero  Matteo,1997,Italy,Team Colpack,23,40783,2017
22633,1826,Declercq  Tim,1989,Belgium,Quick-Step Floors,22,1970,2017
22671,1865,Eisel  Bernhard,1981,Austria,Dimension Data,21,93,2017
22708,1903,Leezer  Tom,1985,Netherlands,Lotto NL-Jumbo,20,368,2017
22769,1942,Gee  Derek,1997,Canada,Team RaceClean,19,37421,2017
22954,2113,Zimmermann  Georg,1997,Germany,Felbermayr Simplon Wels,15,38803,2017
22974,2159,Denz  Nico,1994,Germany,AG2R La Mondiale,14,16817,2017
23210,2384,Breen  Vegard,1990,Norway,Joker Icopal,10,774,2017
23296,2479,Ourselin  Paul,1994,France,Direct Énergie,9,32592,2017
23311,2479,Delage  Mickaël,1985,France,FDJ,9,155,2017
23312,2479,Smukulis  Gatis,1987,Latvia,Delko-Marseille Provence-KTM,9,849,2017
23636,2791,Brun Jr.  Frederic,1988,France,Bourg-en-Bresse Ain Cyclisme,6,20148,2017
24213,3260,Fröhlinger  Johannes,1985,Germany,Sunweb,3,32,2017
24267,3260,Rutsch  Jonas,1998,Germany,Team Lotto - Kern Haus,3,46161,2017
24983,3,Sagan  Peter,1990,Slovakia,Bora - Hansgrohe,2628,784,2018
24988,8,Alaphilippe  Julian,1992,France,Quick-Step Floors,2166,12474,2018
24992,12,Bardet  Romain,1990,France,AG2R La Mondiale,2009,2275,2018
24995,15,Kwiatkowski  Michal,1990,Poland,Team Sky,1790,2961,2018
24997,17,Démare  Arnaud,1991,France,Groupama - FDJ,1702,2337,2018
25000,20,Colbrelli  Sonny,1990,Italy,Bahrain - Merida,1645,2338,2018
25001,21,Stuyven  Jasper,1992,Belgium,Trek-Segafredo,1595,5059,2018
25002,22,Kruijswijk  Steven,1987,Netherlands,Team LottoNL-Jumbo,1553,730,2018
25004,24,Fuglsang  Jakob,1985,Denmark,Astana Pro Team,1469,264,2018
25005,25,Bernal  Egan,1997,Colombia,Team Sky,1460,58275,2018
25009,29,Degenkolb  John,1989,Germany,Trek-Segafredo,1313,1013,2018
25013,33,Ackermann  Pascal,1994,Germany,Bora - Hansgrohe,1274,9746,2018
25015,35,Teuns  Dylan,1992,Belgium,BMC Racing Team,1240,8068,2018
25017,37,Mas  Enric,1995,Spain,Quick-Step Floors,1220,1527,2018
25018,38,Jungels  Bob,1992,Luxembourg,Quick-Step Floors,1215,6413,2018
25021,41,Latour  Pierre,1993,France,AG2R La Mondiale,1186,15752,2018
25022,42,Majka  Rafal,1989,Poland,Bora - Hansgrohe,1182,3991,2018
25024,44,Groenewegen  Dylan,1993,Netherlands,Team LottoNL-Jumbo,1168,7720,2018
25030,50,Valgren  Michael,1992,Denmark,Astana Pro Team,1121,6309,2018
25035,55,Formolo  Davide,1992,Italy,Bora - Hansgrohe,1090,11011,2018
25038,58,Laporte  Christophe,1992,France,Cofidis,1057,14737,2018
25047,66,Soler  Marc,1993,Spain,Movistar Team,982,25726,2018
25048,68,Bilbao  Pello,1990,Spain,Astana Pro Team,970,4863,2018
25049,69,Caruso  Damiano,1987,Italy,BMC Racing Team,956,1006,2018
25063,83,Brambilla  Gianluca,1987,Italy,Trek-Segafredo,813,2741,2018
25065,85,Poels  Wout,1987,Netherlands,Team Sky,794,929,2018
25071,91,Zakarin  Ilnur,1989,Russia,Katusha - Alpecin,753,9128,2018
25076,96,Pedersen  Mads,1995,Denmark,Trek-Segafredo,733,16793,2018
25080,100,Molard  Rudy,1989,France,Groupama - FDJ,721,6222,2018
25083,103,Visconti  Giovanni,1983,Italy,Bahrain - Merida,714,486,2018
25084,103,Großschartner  Felix,1993,Austria,Bora - Hansgrohe,714,9302,2018
25086,106,Costa  Rui,1986,Portugal,UAE Team Emirates,690,114,2018
25087,107,Madouas  Valentin,1996,France,Groupama - FDJ,686,37379,2018
25088,108,Geniez  Alexandre,1988,France,AG2R La Mondiale,685,948,2018
25092,112,Vuillermoz  Alexis,1988,France,AG2R La Mondiale,666,14716,2018
25096,116,Kreuziger  Roman,1986,Czech Republic,Mitchelton - Scott,660,36,2018
25097,117,Guerreiro  Ruben,1994,Portugal,Trek-Segafredo,645,16992,2018
25100,120,Hivert  Jonathan,1985,France,Direct Energie,633,169,2018
25104,124,Politt  Nils,1994,Germany,Katusha - Alpecin,606,18260,2018
25105,124,Roosen  Timo,1993,Netherlands,Team LottoNL-Jumbo,606,22133,2018
25108,128,Haig  Jack,1993,Australia,Mitchelton - Scott,598,19784,2018
25112,132,Chavanel  Sylvain,1979,France,Direct Energie,564,167,2018
25113,133,Vichot  Arthur,1988,France,Groupama - FDJ,560,861,2018
25115,133,Coquard  Bryan,1992,France,Vital Concept,560,16752,2018
25116,136,Bevin  Patrick,1991,New Zealand,BMC Racing Team,557,3287,2018
25117,137,Castroviejo  Jonathan,1987,Spain,Team Sky,556,871,2018
25125,145,Dillier  Silvan,1990,Switzerland,AG2R La Mondiale,536,3303,2018
25129,149,Gavazzi  Francesco,1984,Italy,Androni Giocattoli,532,580,2018
25132,152,Simon  Julien,1985,France,Cofidis,522,964,2018
25135,153,Sénéchal  Florian,1993,France,Quick-Step Floors,515,12481,2018
25143,163,Goncalves  Jose,1989,Portugal,Katusha - Alpecin,495,6536,2018
25148,167,Gaudu  David,1996,France,Groupama - FDJ,489,37378,2018
25151,169,Walscheid  Max,1993,Germany,Team Sunweb,488,9210,2018
25152,172,Nieve  Mikel,1984,Spain,Mitchelton - Scott,485,868,2018
25155,175,Pacher  Quentin,1992,France,Vital Concept,474,17203,2018
25157,177,Gesink  Robert,1986,Netherlands,Team LottoNL-Jumbo,472,41,2018
25163,183,McCarthy  Jay,1992,Australia,Bora - Hansgrohe,452,4778,2018
25170,189,Bonifazio  Niccolo,1993,Italy,Bahrain - Merida,434,16823,2018
25173,191,van der Poel  Mathieu,1995,Netherlands,Corendon - Circus,432,16672,2018
25174,194,Tolhoek  Antwan,1994,Netherlands,Team LottoNL-Jumbo,431,22143,2018
25175,195,Kangert  Tanel,1987,Estonia,Astana Pro Team,430,1018,2018
25176,196,Boivin  Guillaume,1989,Canada,Israel Cycling Academy,429,1937,2018
25177,197,van der Hoorn  Taco,1993,Netherlands,Roompot - Ned.Loterij,428,10802,2018
25184,204,Richeze  Maximiliano,1983,Argentina,Quick-Step Floors,408,624,2018
25185,204,Kudus  Merhawi,1994,Eritrea,Dimension Data,408,18117,2018
25191,211,De Marchi  Alessandro,1986,Italy,BMC Racing Team,398,3103,2018
25201,220,Cattaneo  Mattia,1990,Italy,Androni Giocattoli,384,6227,2018
25204,224,Van Emden  Jos,1985,Netherlands,Team LottoNL-Jumbo,380,729,2018
25206,226,Moreno  Javier,1984,Spain,Delko Marseille - Provence - KTM,379,2118,2018
25209,229,Weening  Pieter,1981,Netherlands,Roompot - Ned.Loterij,377,300,2018
25212,232,De Plus  Laurens,1995,Belgium,Quick-Step Floors,371,27333,2018
25214,234,Aranburu  Alex,1995,Spain,Caja Rural - Seguros RGA,369,27307,2018
25217,236,Preidler  Georg,1990,Austria,Groupama - FDJ,364,6244,2018
25227,247,McNulty  Brandon,1998,USA,Rally Cycling,354,48539,2018
25231,249,De Buyst  Jasper,1993,Belgium,Lotto - Soudal,350,9042,2018
25233,252,Eiking  Odd Christian,1994,Norway,Wanty - Groupe Gobert,347,17252,2018
25234,254,Owsian  Lukasz,1990,Poland,CCC Sprandi Polkowice,346,7771,2018
25250,269,Verona  Carlos,1992,Spain,Mitchelton - Scott,334,7781,2018
25254,274,Paterski  Maciej,1986,Poland,Wibatech Merx 7R,330,783,2018
25262,282,Denz  Nico,1994,Germany,AG2R La Mondiale,319,16817,2018
25266,286,Rojas  José Joaquin,1985,Spain,Movistar Team,314,116,2018
25269,289,Grivko  Andriy,1983,Ukraine,Astana Pro Team,313,494,2018
25274,294,Oliveira  Nelson,1989,Portugal,Movistar Team,306,1008,2018
25276,296,García Cortina  Iván,1995,Spain,Bahrain - Merida,303,11828,2018
25278,297,Betancur  Carlos,1989,Colombia,Movistar Team,302,1001,2018
25282,302,Capiot  Amaury,1993,Belgium,Sport Vlaanderen - Baloise,299,19254,2018
25284,304,Backaert  Frederik,1990,Belgium,Wanty - Groupe Gobert,297,10950,2018
25292,312,Mezgec  Luka,1988,Slovenia,Mitchelton - Scott,293,9234,2018
25298,318,Delaplace  Anthony,1989,France,Team Fortuneo - Samsic,291,965,2018
25299,318,Slagter  Tom-Jelte,1989,Netherlands,Dimension Data,291,1714,2018
25302,322,Felline  Fabio,1990,Italy,Trek-Segafredo,286,1580,2018
25311,331,Wallays  Jelle,1989,Belgium,Lotto - Soudal,276,1276,2018
25313,332,Bjerg  Mikkel,1998,Denmark,Hagens Berman - Axeon,274,66265,2018
25315,335,Neilands  Krists,1994,Latvia,Israel Cycling Academy,269,16660,2018
25316,336,Cavendish  Mark,1985,Great Britain,Dimension Data,267,14,2018
25320,340,Asgreen  Kasper,1995,Denmark,Quick-Step Floors,262,27121,2018
25325,345,Geschke  Simon,1986,Germany,Team Sunweb,258,168,2018
25326,345,Janse van Rensburg  Reinardt,1989,South Africa,Dimension Data,258,6559,2018
25334,354,Theuns  Edward,1991,Belgium,Team Sunweb,250,10382,2018
25341,361,Zabel  Rick,1993,Germany,Katusha - Alpecin,242,7731,2018
25349,367,De Gendt  Aimé,1994,Belgium,Sport Vlaanderen - Baloise,240,16581,2018
25361,378,Storer  Michael,1997,Australia,Team Sunweb,231,37447,2018
25365,384,Stetina  Peter,1987,USA,Trek-Segafredo,227,771,2018
25366,384,Juul-Jensen  Christopher,1989,Denmark,Mitchelton - Scott,227,1715,2018
25370,390,Barta  Jan,1984,Czech Republic,Elkov - Author,225,990,2018
25371,390,Périchon  Pierre-Luc,1987,France,Team Fortuneo - Samsic,225,9154,2018
